Data_Type,Run_Name,Fault_Name,Time_Step,TIME,S1V1,S1V2,S1V3,S1V4,S1V5,S1I1,S1I2,S1I3,S1I4,S1I5,S1P1,S1P2,S1P3,S1P4,S1P5,S2V1,S2V2,S2V3,S2V4,S2V5,S2I1,S2I2,S2I3,S2I4,S2I5,S2P1,S2P2,S2P3,S2P4,S2P5,S3V1,S3V2,S3V3,S3V4,S3V5,S4V1,S4V2,S4V3,S4V4,S4V5,S34PV1,S34PV2,S34PV3,S34PV4,S34PV5,S3I1,S3I2,S3I3,S3I4,S3I5,S4I1,S4I2,S4I3,S4I4,S4I5,S34PI1,S34PI2,S34PI3,S34PI4,S34PI5,S34V1,S34V2,S34V3,S34V4,S34V5,S34I1,S34I2,S34I3,S34I4,S34I5
calibration,2903,Normal,3,21.64063,146.5498,7.383035,5.397405,2.426526,1.448722,2.645545,0.003944709,0.002744826,0.000813795,0.0001324387,6.142,-107.06,147.56,143.08,-169.66,86.79308,6.393446,4.971472,2.259357,1.286723,1.623735,0.0007525148,0.0001778341,5.116994e-05,1.129835e-05,-4.49,-11.46,-30.7,-50.57,44.67,700.7857,18.34258,4.368527,2.639277,1.674885,496.175,7.336433,1.706023,0.6737285,0.1075189,172.9,71.56,-160.2,53.49,-44.05,7.034209,0.04337755,0.01276483,0.001219032,0.005006278,8.267323,0.04221968,0.02561622,0.006046651,0.0008669918,-1.21,46.76,77.71,170.4,141.8,697.8836,19.34175,5.042164,2.697311,172.1828,14.91612,0.06403627,0.01774445,0.004899739,0.004855303
calibration,2903,Normal,4,24.76953,146.5498,7.362663,5.364571,2.423734,1.448722,2.639459,0.003958358,0.002751154,0.0008147323,0.0001324387,5.808,-107.26,147.26,143.28,-169.46,86.99317,6.398601,4.982932,2.264566,1.286723,1.62,0.0007379299,0.000178655,5.116994e-05,9.761467e-06,-4.49,-11.79,152.57,-49.44,57.91,700.7857,18.34258,4.372049,2.639277,1.672958,495.8896,7.336433,1.700141,0.6698614,0.1036298,173.0,71.42,-160.1,52.55,-34.22,7.034209,0.04337755,0.01282375,0.001219032,0.005012045,8.267323,0.04221968,0.02546918,0.006018869,0.0008570676,-1.21,46.69,77.64,170.3,141.6,697.8836,19.33813,5.04182,2.695159,172.2836,14.91612,0.06403627,0.01759096,0.004872038,0.004861865
calibration,2903,Normal,5,27.90234,146.5498,7.337278,5.361485,2.41816,1.442066,2.636422,0.003958358,0.002751154,0.0008128585,0.0001303212,5.674,-107.26,146.36,143.08,-170.86,87.39472,6.414827,4.974907,2.269786,1.289689,1.625605,0.0007219631,0.000178655,5.116994e-05,9.761467e-06,-4.690001,179.63,154.47,-51.44,48.88,700.7857,18.34258,4.375071,2.645362,1.672958,496.175,7.395797,1.709956,0.67918,0.1061658,172.9,72.23,-160.2,53.02,147.5,7.034209,0.04337755,0.01275014,0.001220436,0.004994764,8.267323,0.04207412,0.0255573,0.006011945,0.0008630083,-1.28,46.69,77.77,170.4,141.8,697.8604,19.34416,5.054159,2.702643,172.1836,14.91612,0.06392862,0.01769787,0.004863833,0.004844311
calibration,2903,Normal,6,31.03125,146.2126,7.31703,5.379415,2.412598,1.443727,2.6425,0.003976628,0.002747989,0.0008166105,0.0001303212,6.009,-107.66,146.46,143.18,-170.66,87.39472,6.382415,4.960038,2.26196,1.280811,1.62,0.0007328499,0.0001778341,5.058421e-05,1.078984e-05,-4.82,179.43,-29.83,-50.98,48.02,700.7857,18.35848,4.372049,2.639277,1.674885,496.175,7.361815,1.694279,0.6698614,0.1055565,172.9,72.23,-160.2,53.69,154.1,7.034209,0.04337755,0.01283852,0.001219032,0.004989017,8.267323,0.04207412,0.02538137,0.006005028,0.0008590434,-1.21,46.96,77.50999,170.3,141.7,697.8737,19.35038,5.04182,2.696225,172.1828,14.91612,0.06392862,0.01750755,0.004858237,0.004838999
calibration,2903,Normal,7,34.16016,147.2262,7.31703,5.368277,2.426526,1.442066,2.633389,0.00398121,0.002744826,0.0008166105,0.0001282375,5.407,-107.86,146.56,142.88,-171.36,87.09337,6.398601,4.952621,2.256757,1.280811,1.625605,0.000757731,0.0001755962,5.176249e-05,1.078984e-05,-4.690001,-11.52,-30.63,-49.1,48.82,700.7857,18.34258,4.378598,2.639277,1.674885,495.6043,7.472828,1.7021,0.6675519,0.1075189,172.9,71.89,-160.1,53.09,148.0,7.034209,0.04337755,0.01288294,0.001219032,0.005006278,8.256858,0.04192904,0.0255573,0.005977437,0.0008541122,-1.21,46.96,77.57,170.3,141.6,697.8303,19.33933,5.046059,2.697311,172.1828,14.90588,0.06382148,0.01764609,0.004830727,0.004856448
calibration,2903,Normal,8,37.35156,146.5498,7.301885,5.371987,2.423734,1.443727,2.639459,0.003944709,0.002747989,0.0008128585,0.0001313757,5.808,-107.46,146.36,143.38,-170.26,86.99317,6.372136,4.974907,2.269786,1.280811,1.610702,0.0007464746,0.0001801006,5.058421e-05,9.247303e-06,-4.690001,178.53,150.67,-96.8,47.21,700.7857,18.34258,4.375071,2.645362,1.676814,495.8896,7.353344,1.696231,0.6698614,0.1036298,172.9,71.16,-160.2,53.09,-43.85,7.034209,0.04337755,0.01286812,0.001217629,0.005006278,8.256858,0.04183261,0.02532299,0.006025804,0.0008640026,-1.28,47.23,77.43999,170.3,141.8,697.877,19.33573,5.044841,2.70124,172.182,14.90588,0.06375035,0.01744463,0.004880252,0.004855566
calibration,2903,Normal,9,40.48047,146.5498,7.281735,5.357782,2.409823,1.442066,2.639459,0.003949254,0.002754324,0.0008166105,0.0001292752,5.608,-107.46,146.36,143.48,-170.46,87.19368,6.408922,4.974907,2.254161,1.283764,1.621867,0.0007413361,0.0001794796,5.236187e-05,1.026869e-05,-4.82,178.63,152.67,-53.58,45.54,700.7857,18.34258,4.385157,2.639277,1.674885,495.034,7.378787,1.694279,0.6737285,0.1067788,172.9,72.23,-160.2,53.42,152.8,7.034209,0.04337755,0.01289778,0.001219032,0.004989017,8.256858,0.04207412,0.02549852,0.005984322,0.0008610237,-1.21,46.76,77.43999,170.1,141.6,697.8671,19.33453,5.058794,2.696902,172.1828,14.90588,0.06392862,0.01758836,0.004837591,0.004838824
calibration,2903,Normal,10,43.60938,147.2262,7.306929,5.354082,2.420946,1.442066,2.636422,0.003994984,0.002747989,0.0008128585,0.0001276483,5.541,-107.76,145.86,143.38,-171.36,87.09337,6.377274,4.948631,2.243804,1.280811,1.63123,0.0007336943,0.000178655,5.176249e-05,1.181721e-05,-4.620001,179.23,151.47,-53.85,49.75,699.9792,18.34258,4.382128,2.639277,1.674885,496.175,7.421384,1.709956,0.6729534,0.1075189,172.9,72.29,-160.2,53.29,-42.31,7.034209,0.04337755,0.01285331,0.001219032,0.005012045,8.267323,0.0420257,0.0255573,0.005970558,0.0008570676,-1.28,47.03,77.50999,170.1,141.6,697.0439,19.34416,5.05499,2.697311,172.1828,14.91612,0.06389284,0.01765757,0.004823868,0.004861865
calibration,2903,Normal,11,46.74219,146.5498,7.296842,5.364571,2.409823,1.447055,2.639459,0.003958358,0.002751154,0.0008128585,0.0001282375,5.808,-107.36,146.26,143.38,-169.86,87.39472,6.414827,4.971472,2.26196,1.283764,1.616275,0.0007396311,0.000177221,5.058421e-05,1.078984e-05,-4.82,177.13,151.07,-90.7,55.9,700.7857,18.34258,4.378598,2.645362,1.674885,495.8896,7.447062,1.7021,0.6568785,0.1055565,172.9,70.89,-160.2,53.36,152.9,7.034209,0.04337755,0.01280899,0.001223249,0.004989017,8.267323,0.04188081,0.02549852,0.006025804,0.0008659944,-1.21,46.96,77.37,170.3,141.6,697.8404,19.33933,5.035387,2.702306,172.1828,14.91612,0.06378589,0.01762269,0.004875045,0.004838388
calibration,2903,Normal,12,49.87109,146.8875,7.327147,5.357782,2.407049,1.447055,2.648591,0.003958358,0.002751154,0.0008128585,0.0001319821,5.875,-107.26,146.86,143.68,-170.56,87.29414,6.367003,4.982932,2.259357,1.280811,1.63123,0.0007647421,0.000177221,5.058421e-05,1.026869e-05,-4.889999,-11.06,-31.03,-49.44,47.15,700.7857,18.34258,4.372049,2.639277,1.674885,496.175,7.447062,1.7021,0.6729534,0.1042281,172.9,70.89,-160.2,52.35,-37.03,7.044742,0.04337755,0.01275014,0.001226069,0.00504098,8.267323,0.04251233,0.02591284,0.006159067,0.0008923084,-1.21,46.36,77.64,170.7,142.0,697.8404,19.33933,5.044911,2.69549,172.1828,14.92634,0.06425314,0.01801453,0.005005314,0.004887306
calibration,2903,Normal,13,53.0,144.0406,7.459933,5.495219,2.500259,1.458764,2.697833,0.004064574,0.002799078,0.0008166105,0.0001256073,6.811,-107.56,146.16,141.68,-173.16,90.36188,6.785549,5.281837,2.434921,1.341174,1.561403,0.0007227949,0.0001832378,5.176249e-05,1.026869e-05,-6.49,179.03,-27.69,-53.85,45.07,706.7814,18.46973,4.244095,2.60007,1.648106,505.109,7.825011,1.811278,0.7412846,0.1036298,172.9,71.16,-160.8,50.75,152.1,7.119755,0.04337755,0.01140289,0.001279425,0.005254302,8.403589,0.04539574,0.02789427,0.006950483,0.0009863134,-0.8800001,40.54,80.98,173.6,144.8,703.6881,19.53338,4.985281,2.655973,172.1942,15.13248,0.06642103,0.02043509,0.005745193,0.005089728
calibration,2903,Normal,14,56.13281,145.8764,8.07114,5.825524,2.700754,1.491026,2.660816,0.003944709,0.002773415,0.0008241663,0.0001286812,7.479,-108.16,148.66,142.58,-173.16,86.69324,7.331367,5.652428,2.618092,1.39632,1.623735,0.0007161681,0.0001764067,4.758993e-05,1.078984e-05,-5.83,182.33,-28.83,-57.26,38.86,711.9267,18.53331,4.139855,2.588124,1.627365,511.3107,7.952157,1.894458,0.7961317,0.1029165,172.9,70.09,-161.2,50.42,152.6,7.163333,0.04337755,0.01058071,0.001297224,0.005309028,8.482325,0.04699104,0.02887454,0.007269674,0.001025687,-0.7400007,37.34,83.25999,174.9,146.2,708.7834,19.64824,4.935882,2.643639,172.203,15.25182,0.06764342,0.02178394,0.006047123,0.005140707
calibration,2903,Normal,15,59.26172,146.5498,8.207954,5.959845,2.776419,1.494462,2.657755,0.004013424,0.002763853,0.0008270181,0.0001244557,7.479,-109.86,146.66,139.68,-176.96,88.50855,7.496094,5.762156,2.672914,1.402765,1.579484,0.0007286434,0.0001832378,5.000519e-05,9.761467e-06,-5.219999,178.13,-31.03,-58.93,40.66,713.6497,18.56511,4.116567,2.582172,1.621754,513.0797,8.109329,1.911987,0.7979671,0.1061658,172.9,70.69,-161.5,49.41,161.4,7.174063,0.04337755,0.0104596,0.001300215,0.005315144,8.493074,0.04726231,0.02897443,0.007320066,0.001033987,-0.6799994,36.73,83.66,175.1,146.4,710.445,19.69081,4.914429,2.639489,172.2053,15.27275,0.06785282,0.0219443,0.006094625,0.005146157
calibration,2903,Normal,16,62.40234,146.2126,8.248688,5.974959,2.792448,1.499634,2.663882,0.003994984,0.002770225,0.0008270181,0.0001272081,7.947,-109.26,147.76,140.38,-175.26,87.79813,7.559361,5.811456,2.710098,1.412489,1.592264,0.0007261313,0.0001801006,4.819645e-05,9.247303e-06,-5.02,181.83,148.87,-59.86,35.85,714.472,18.581,4.086345,2.576233,1.616163,514.5587,8.30778,1.936355,0.8137385,0.1075189,172.9,69.75,-161.5,49.35,159.7,7.184808,0.04337755,0.01018627,0.001304713,0.005333534,8.504818,0.04758993,0.02920888,0.007413358,0.001051998,-0.6099997,35.93,84.46,175.5,146.8,711.1898,19.72177,4.899977,2.634304,172.2077,15.29467,0.0681063,0.02231772,0.006183534,0.005163035
calibration,2903,Normal,17,65.53125,146.8875,8.315433,6.033022,2.821532,1.499634,2.654698,0.004022676,0.002763853,0.0008270181,0.0001234568,7.546,-110.46,145.66,138.48,-179.06,86.99317,7.649535,5.890945,2.738325,1.420643,1.606997,0.0007413361,0.000177221,4.819645e-05,9.247303e-06,-4.76,-10.66,151.97,-116.0,35.18,715.2952,18.581,4.066165,2.576233,1.608737,515.7451,8.231614,1.954272,0.8260093,0.1127158,172.9,70.56,-161.8,48.54,164.9,7.19557,0.04337755,0.009750233,0.001310735,0.005345828,8.549975,0.04858644,0.02985486,0.007744886,0.001083965,-0.54,34.6,85.59,176.3,147.4,712.0427,19.73291,4.892066,2.637189,172.2109,15.34931,0.06888115,0.02318338,0.006508798,0.005173164
calibration,2903,Normal,18,68.66016,145.8764,8.508146,6.145186,2.917327,1.511768,2.670023,0.004027309,0.002773415,0.0008298793,0.0001256073,8.549,-110.46,146.36,138.28,-176.76,86.09643,8.015582,6.174262,2.903922,1.452062,1.62,0.0007071556,0.0001696348,4.634628e-05,1.026869e-05,-5.559999,-18.54,-31.1,-62.27,29.63,721.332,18.64447,3.931742,2.56735,1.566697,523.1603,8.719368,2.053454,0.8901947,0.1353583,172.9,69.09,-162.6,46.81,167.1,7.270513,0.04337755,0.008137951,0.001319821,0.005315144,8.650969,0.05152464,0.03162387,0.008511675,0.00116685,-0.2799997,29.92,91.00999,178.5,149.7,717.8889,19.85796,4.821823,2.640969,172.2287,15.52087,0.07119788,0.02587305,0.007265806,0.005139145
calibration,2903,Normal,19,71.78906,146.5498,8.890679,6.337749,3.054815,1.516998,2.666951,0.004013424,0.002770225,0.0008298793,0.0001223249,9.618,-111.26,146.46,135.98,-179.66,86.69324,8.302045,6.337019,2.964729,1.457085,1.601456,0.0006847232,0.0001665387,4.699103e-05,9.761467e-06,-6.49,-15.4,-28.96,-116.1,22.42,721.332,18.64447,3.98552,2.56735,1.593988,522.2576,8.433055,2.002096,0.8462231,0.1333475,172.9,69.89,-162.3,47.27,-176.9,7.217142,0.04337755,0.009506376,0.001313757,0.005364324,8.549975,0.0483632,0.02947915,0.007464746,0.001066633,-0.4099998,33.59,87.2,176.5,147.6,718.0005,19.82593,4.831634,2.63984,172.2171,15.37024,0.06870707,0.0229612,0.006226398,0.00519231
calibration,2903,Normal,20,74.92188,146.8875,8.381753,6.003921,2.798885,1.496184,2.654698,0.003899555,0.002738514,0.0008298793,0.0001244557,9.351,-109.36,148.66,139.88,-176.96,89.43037,7.389839,5.644623,2.597078,1.380337,1.559607,0.0007559883,0.0001862152,5.000519e-05,1.181721e-05,-4.09,-11.06,-30.83,-113.8,27.23,709.3083,18.50152,4.227514,2.606064,1.65762,506.5646,7.933868,1.823833,0.7533295,0.1093918,173.0,69.15,-160.9,52.22,162.1,7.087858,0.04337755,0.01207856,0.001256073,0.005152464,8.346702,0.04365309,0.02654697,0.006295279,0.0009068072,-1.009999,42.82,80.05,172.0,143.1,706.1723,19.57284,4.980743,2.665156,172.2901,15.04586,0.06510419,0.01887169,0.005113332,0.004995832
calibration,2903,Normal,21,78.05078,148.4174,7.459933,5.451738,2.446161,1.443727,2.609246,0.003990388,0.002725932,0.0008260663,0.0001250302,5.006,-108.86,146.26,141.88,-173.86,89.43037,6.345781,4.914564,2.241222,1.279337,1.575851,0.000809124,0.0001832378,5.420195e-05,1.129835e-05,-5.360001,175.93,154.57,-49.77,60.71,699.9792,18.35848,4.385157,2.639277,1.678746,495.3188,7.412847,1.696231,0.7177693,0.08871251,172.9,71.29,-160.2,56.16,145.7,7.034209,0.04337755,0.01289778,0.001219032,0.004989017,8.256858,0.04188081,0.02549852,0.005929458,0.0008600328,-1.28,47.36,77.03999,170.0,141.5,697.0472,19.35158,5.102829,2.686941,172.1812,14.90588,0.06378589,0.01758836,0.004782892,0.004838911
calibration,2903,Normal,22,81.17969,146.8875,7.250783,5.342998,2.40428,1.442066,2.639459,0.003994984,0.002741669,0.0008203799,0.0001286812,5.407,-107.86,146.56,143.48,-172.26,89.43037,6.313716,4.914564,2.233495,1.273459,1.579484,0.0008251159,0.0001815579,5.358151e-05,1.181721e-05,-5.559999,-14.13,153.87,-51.64,44.67,699.9792,18.35848,4.388692,2.645362,1.678746,495.034,7.387287,1.690382,0.6982083,0.08871251,172.9,70.15,-160.1,55.76,-31.95,7.022881,0.04337755,0.01309227,0.001217629,0.004989017,8.245458,0.04183261,0.02546918,0.005929458,0.0008590434,-1.28,47.43,77.03999,170.0,141.4,697.0573,19.34799,5.086806,2.693022,172.1812,14.88373,0.06375035,0.01748869,0.004784191,0.004838999
calibration,2903,Normal,23,84.3125,146.8875,7.255794,5.350384,2.40428,1.442066,2.639459,0.003985795,0.002744826,0.0008203799,0.0001276483,5.474,-107.66,146.66,143.68,-171.66,89.43037,6.303548,4.914564,2.238643,1.276395,1.581303,0.0007989416,0.0001801006,5.296818e-05,1.026869e-05,-5.83,179.53,-32.77,-51.18,39.33,699.9792,18.35848,4.391725,2.645362,1.678746,495.034,7.387287,1.694279,0.7054805,0.08994666,172.9,71.42,-160.2,56.43,-35.36,7.022881,0.04337755,0.01301712,0.001217629,0.004989017,8.245458,0.04183261,0.02546918,0.005922634,0.0008610237,-1.28,47.56,76.84,169.9,141.5,697.0573,19.35038,5.09711,2.6937,172.1812,14.88373,0.06375035,0.01751696,0.004777387,0.004838824
calibration,2903,Normal,24,87.44141,146.8875,7.255794,5.339308,2.40428,1.442066,2.639459,0.003985795,0.002741669,0.0008213248,0.0001292752,5.407,-107.56,146.66,143.68,-171.86,89.43037,6.276752,4.888042,2.228358,1.273459,1.577667,0.0008308355,0.0001823959,5.540067e-05,9.761467e-06,-5.690001,-11.79,154.07,-90.6,39.93,699.9792,18.34258,4.385157,2.645362,1.678746,495.034,7.447062,1.690382,0.702239,0.08994666,172.9,70.42,-160.2,56.36,-39.84,7.022881,0.04337755,0.01297224,0.001217629,0.004989017,8.256858,0.0417364,0.02546918,0.005915821,0.0008620154,-1.28,47.5,76.96999,169.9,141.5,697.0339,19.33214,5.087301,2.6937,172.1812,14.89488,0.06367945,0.01753397,0.004770594,0.004838736
calibration,2903,Normal,25,90.57031,146.8875,7.250783,5.339308,2.40428,1.438749,2.636422,0.003985795,0.002744826,0.0008213248,0.0001276483,5.407,-107.66,146.66,143.68,-171.26,89.43037,6.297744,4.891984,2.228358,1.273459,1.581303,0.0008166105,0.0001823959,5.358151e-05,1.026869e-05,-5.76,178.13,152.47,-52.58,42.67,699.9792,18.34258,4.391725,2.645362,1.678746,494.6919,7.311138,1.690382,0.7111889,0.08871251,172.9,70.42,-160.1,56.5,145.8,7.022881,0.04337755,0.01306216,0.001217629,0.004983277,8.245458,0.04183261,0.02546918,0.005915821,0.0008590434,-1.28,47.56,76.84,169.8,141.4,697.087,19.33214,5.102818,2.693022,172.1812,14.88373,0.06375035,0.01749998,0.004770594,0.004833344
calibration,2903,Normal,26,93.76172,146.8875,7.245776,5.335621,2.39875,1.442066,2.639459,0.00398121,0.002747989,0.0008194358,0.0001276483,5.407,-107.66,146.66,143.48,-171.46,89.43037,6.287601,4.891984,2.233495,1.273459,1.581303,0.0008044798,0.0001823959,5.420195e-05,1.129835e-05,-5.76,177.23,152.67,-51.71,44.07,699.9792,18.34258,4.388692,2.639277,1.678746,494.6919,7.302725,1.688437,0.7071068,0.08810184,173.0,70.36,-160.2,56.1,-32.95,7.022881,0.04337755,0.01304713,0.001217629,0.004983277,8.245458,0.04168838,0.02541061,0.005909012,0.0008600328,-1.21,47.63,76.84,169.9,141.4,697.0903,19.33094,5.095704,2.686605,172.2811,14.88373,0.06364408,0.0174541,0.004763806,0.004833257
calibration,2903,Normal,27,96.89063,146.8875,7.235772,5.335621,2.401513,1.438749,2.636422,0.00398121,0.002744826,0.0008222711,0.0001272081,5.34,-107.66,146.46,143.38,-171.96,89.43037,6.29267,4.895927,2.230925,1.274926,1.577667,0.0008317928,0.0001809319,5.296818e-05,9.761467e-06,-5.83,-11.26,-34.11,-89.8,35.45,699.0931,18.34258,4.391725,2.639277,1.68068,494.6919,7.285929,1.688437,0.7071068,0.08871251,172.9,71.42,-160.1,56.23,-37.1,7.022881,0.04337755,0.01304713,0.001217629,0.004983277,8.245458,0.0417364,0.02541061,0.005909012,0.0008640026,-1.28,47.7,76.91,169.8,141.4,696.2109,19.33094,5.098736,2.686941,172.1803,14.88373,0.06367945,0.0174541,0.004763806,0.004832909
calibration,2903,Normal,28,100.0195,146.8875,7.240772,5.339308,2.39875,1.438749,2.639459,0.00398121,0.002744826,0.0008194358,0.0001276483,5.407,-107.46,146.46,143.48,-172.06,89.43037,6.29267,4.888042,2.230925,1.274926,1.579484,0.0008026295,0.0001832378,5.482962e-05,1.129835e-05,-5.83,177.13,152.97,-50.57,44.0,699.0931,18.34258,4.391725,2.645362,1.678746,494.6919,7.269173,1.694279,0.6942006,0.08871251,172.9,71.22,-160.1,55.9,146.0,7.022881,0.04337755,0.01300214,0.001217629,0.004983277,8.245458,0.0417364,0.02541061,0.005915821,0.0008600328,-1.28,47.56,76.84,169.9,141.4,696.2175,19.33453,5.085832,2.693022,172.1812,14.88373,0.06367945,0.01747102,0.004770594,0.004833257
calibration,2903,Normal,29,103.1523,146.5498,7.245776,5.335621,2.401513,1.438749,2.639459,0.003990388,0.002741669,0.0008194358,0.0001292752,5.407,-107.66,146.66,143.58,-171.66,89.53342,6.276752,4.888042,2.230925,1.273459,1.581303,0.000807263,0.0001823959,5.358151e-05,1.078984e-05,-5.83,177.93,151.67,-92.1,42.07,699.0931,18.34258,4.391725,2.639277,1.678746,494.6919,7.277547,1.690382,0.6982083,0.08932741,172.9,70.62,-160.1,56.16,143.7,7.022881,0.04337755,0.01292751,0.001217629,0.004989017,8.245458,0.0417364,0.02546918,0.005929458,0.0008600328,-1.28,47.56,76.96999,169.8,141.3,696.2142,19.33214,5.089839,2.687278,172.1812,14.88373,0.06367945,0.01755103,0.004784191,0.004838911
calibration,2903,Normal,30,106.2813,146.8875,7.250783,5.339308,2.40428,1.442066,2.639459,0.003972053,0.002747989,0.0008222711,0.0001298718,5.474,-107.46,146.76,143.68,-171.96,89.43037,6.287601,4.903261,2.236068,1.273459,1.583125,0.0008035538,0.0001815579,5.358151e-05,1.078984e-05,-5.889999,177.43,-31.64,-52.85,42.07,699.9792,18.35848,4.391725,2.639277,1.678746,495.034,7.252454,1.694279,0.7103707,0.08932741,173.0,71.22,-160.1,56.5,143.0,7.022881,0.04337755,0.01292751,0.001217629,0.004989017,8.256858,0.04183261,0.02546918,0.005929458,0.0008610237,-1.349999,47.56,76.84,169.9,141.4,697.11,19.35038,5.102,2.687278,172.2811,14.89488,0.06375035,0.01755103,0.004784191,0.004838824
calibration,2903,Normal,31,109.4102,146.8875,7.250783,5.342998,2.40428,1.442066,2.639459,0.003972053,0.002744826,0.000818493,0.0001298718,5.474,-107.46,146.66,143.68,-171.86,89.53342,6.297744,4.903261,2.236068,1.276395,1.581303,0.0008251159,0.0001823959,5.358151e-05,1.129835e-05,-5.889999,-12.66,-33.37,-52.38,40.73,699.9792,18.35848,4.385157,2.639277,1.678746,495.034,7.361815,1.694279,0.7103707,0.08994666,172.9,70.15,-160.2,56.3,142.0,7.022881,0.04337755,0.0129424,0.001217629,0.004989017,8.256858,0.04188081,0.02549852,0.005929458,0.0008590434,-1.28,47.5,76.96999,169.9,141.3,697.0672,19.35038,5.095431,2.687618,172.1812,14.89488,0.06378589,0.01757124,0.004784191,0.004838999
calibration,2904,Normal,1,15.37891,146.5498,7.418821,5.422942,2.463117,1.448722,2.639459,0.003990388,0.002747989,0.0008147323,0.0001282375,5.598,-107.86,145.56,142.28,-172.46,86.99317,6.531081,5.047019,2.319984,1.300125,1.618136,0.0007161681,0.0001778341,5.236187e-05,1.129835e-05,-4.700001,178.73,-29.11,-98.8,46.47,701.6739,18.37438,4.35146,2.633208,1.66719,497.6624,7.576785,1.727766,0.686254,0.1081396,172.8,70.81,-160.4,52.34,153.0,7.055295,0.04337755,0.01260419,0.001230311,0.005046787,8.2902,0.04270856,0.02597257,0.006109631,0.0008820944,-1.29,45.41,78.1,170.5,142.2,698.6778,19.38682,5.037621,2.691589,172.086,14.95897,0.06439889,0.01812715,0.004952086,0.004893889
calibration,2904,Normal,2,18.50781,146.8875,7.418821,5.42669,2.443346,1.448722,2.636422,0.003994984,0.002741669,0.000818493,0.0001272081,5.397,-108.46,145.06,141.68,-172.96,87.19368,6.472693,5.009392,2.272401,1.286723,1.616275,0.0007473347,0.0001801006,5.058421e-05,1.026869e-05,-4.77,-11.27,-31.04,-55.6,47.27,700.7857,18.35848,4.368527,2.645362,1.672958,496.175,7.472828,1.694279,0.6776179,0.1055565,172.8,71.68,-160.4,53.21,154.7,7.044742,0.04337755,0.01275014,0.001220436,0.004994764,8.267323,0.04207412,0.02570484,0.006046651,0.0008600328,-1.36,46.42,77.63,170.1,141.5,697.8303,19.35038,5.046053,2.702306,172.0836,14.92634,0.06392862,0.0178291,0.004898438,0.004844574
calibration,2904,Normal,3,21.63672,146.8875,7.31703,5.3757,2.426526,1.447055,2.6425,0.003958358,0.002744826,0.0008147323,0.0001292752,5.731,-108.06,145.76,142.68,-171.16,86.89305,6.377274,4.960038,2.272401,1.283764,1.62,0.0007525148,0.0001764067,5.116994e-05,1.026869e-05,-4.43,-11.67,-31.24,-96.8,45.33,700.7857,18.34258,4.382128,2.645362,1.674885,495.6043,7.472828,1.696231,0.6660165,0.1093918,172.8,71.41,-160.3,53.01,149.8,7.034209,0.04337755,0.01280899,0.001217629,0.004989017,8.267323,0.0420257,0.02546918,0.005936288,0.0008630083,-1.419999,46.68,77.43,169.9,141.6,697.8303,19.33573,5.048054,2.70443,172.0828,14.91612,0.06389284,0.01759669,0.004790999,0.004838649
